,Word,Mnemonic_1,Mnemonic_2,Mnemonic_3,Mnemonic_4,Mnemonic_5,Mnemonic_6,Mnemonic_7,Mnemonic_8,Mnemonic_9,Mnemonic_10,Mnemonic_11,Mnemonic_12,Mnemonic_13,Mnemonic_14,Mnemonic_15,Mnemonic_16,Mnemonic_17,Mnemonic_18,Mnemonic_19,Mnemonic_20,Mnemonic_21,Mnemonic_22,Mnemonic_23,Mnemonic_24,Mnemonic_25,Mnemonic_26
179,venerate,ven(..when)U RATE someone higher.. you TREAT THEM WITH RESPECT .,vanar who ate the mountain - hanuman - we revere him,venerate is like( V RATE) u know if channel v rates somebody it would be idolized; adorable or respected personality,venerate - vener(hot water in tamil). Give high respect or pour hot water,,,,,,,,,,,,,,,,,,,,,,
180,appease,appease…app(appeal)+pease(peace)        appeal for peace..…when war was going on in kasmir…our prime minister appealed  people to maintain peace in the region.,ease is somthing to pacify; soothing;very ease.,when u drink appy(app) drink u feel ease and relieved..,"appease == ap(appeal) + peasant(labor)..

appeal(or help) for the peasant.",app(appeal)+ease(easy)=appeal for easiness i.e.;peace or soothe,Appa(dad)+peace us always by giving something,After the end of World War II; peace brought calmness to all parts of the world.,"APPEASE<===> à¤¸à¤‚à¤¤à¥à¤·à¥à¤Ÿ à¤•à¤°à¤¨à¤¾ (pr. \\sanatuShT karana \\ )[TransitiveVerb]

Example:Shop keepers try their best to appease their customer.
The owner appeased his workers by granting them bonus.",bring to a peace and ease,,,,,,,,,,,,,,,,,
181,arbitrary,"< Latin arbitrarius ""uncertain; depending on the judgment of an arbiter"" < arbiter ""judge",'a+bit+tray' flowing of bits in a tray... randomly,,"Just try remind ""arbitrarily"" (which we use often in regular speaking) means ""a reckless manner"".",aaj-bhi-teri maan ni padegi...tyranical or unreasonable command..,(Arbitrary) It sounds Like 'orbit'; to find your perfect orbit through a random chance.,"ARBITRARY<===> à¤®à¤¨à¤®à¤¾à¤¨à¤¾ (pr. \\manamana \\ )[Adjective]

Example:The arbitrary nominations by the party chief were widely criticised by the
members.","[arbitrary sounds like contrary]..We might also consider contrary ideas; the decision will be based on situation-""arbitrary""",,,,,,,,,,,,,,,,,,
182,archaic,Archealogy - study of old things.. Archaic - The old things on which we study..,The word resembles like archies ...the old archies card are kept with us.,Remember with Archive. As we keep very old thing in archive- Archaic is related something very old.,Archaic: ARCH comes from the word archaelogy so something related with primitive times;outdated,"archaic : archeological+ick; first word-old
second word-express disgust;so outdated..totally it is old and outdated.",sounds like a cake which is no longer used,ar(irani)+chai(tea in hindi)~ Irani chai is the no longer in use,ardor sounds like harder...so FUCK harder..means with passion..,Root word :ARCH-meaning old.AIC:remeber CIA american force; so AIC is no longer used..its CIA,ARCHAIC<===> à¤…à¤ªà¥à¤°à¤šà¤²à¤¿à¤¤ (pr. \\aprachalit \\ )[Noun],,,,,,,,,,,,,,,,
183,clamorous,CLAMorous has CLAM!! (sound) which is a loud sound; so it means something which is loud; harsh and objectionable,"Clamorous rhymes with Glamorous. The Glamorous woman started a clamorous controversy over
 body image",,,,,,,,,,,,,,,,,,,,,,,,
184,dearth,earth is big. de-earth.....(read as dearth) means small...small in quantity..or scarcity,dearth sounds like death. high death rate can result in scarcity of man-power,"Dearth - deers + earth.
Deers in earth are getting insufficient in number",earth is full of things; dearth means lacking of things,dearth = death + r (reason) reason for death is scarcity(of food; shelter;health) thus dearth is scarcity,De-Earth means to dig...because of scarcity of water we started digging.....,earth is full of things; dearth means lacking of things,due to shortage of resources man started de-earthing(digging and looking under earth) for them...,For want of food; they were starving and tried eating DIRT.,death is a result of dearth (scarcity of food),dead+earth food;water all are scarcity.,,,DEARTH = dead + earth; dead earth is always insufficient in quantity.,dearth leads to death!,dear+th ->dear ones are there far away scarcity to find such one,,,,,,,,,,
185,explicable,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
186,hyperbole,hyper(beyond the limit)+bole(means speak)..so someone who gives the statement beyond his limit..overstating basically.,hyper-excessive;bole-means speaking on Hindi....So excessive speaking,hyperbole = hyper means very more than normal; bol means talk i.e effective talking or something.,plane in a bowl - is a hyperbole statement.,,,,,,,,,,,,,,,,,,,,,,
187,immutable,"mutation implies changes in genes etc.
Therefore; it is im(non) + mutable ie cannot change",immutable is something immune to changes,mute control in tv used to CHANGE from high volume to total silence. if ur remote becomes immutable then u cant change the volume. imutable = unchangeble,IM-MU(movable) Table....so its permanently in one place unchanged,TRANSMUTE= change BUT IMMUTABLE= changeless,unchangeable = immovable = immutable,,,,,,,,,,,,,,,,,,,,
188,indefatigable,in means not..and fatigue means tiredness.. so indefatigable wud be tireless..,IN + DEFAT (DEFEAT) (ig) + ABLE....someone who INDEFEATABLE is TIRELESS; FULL OF VITALITY.,mnemonic: in(means not)+defat(defeat).....so think of someone who does not accapt a defeat....who believes in trying and who is never tired of doing it again and again.,,,,,,,,,,,,,,,,,,,,,,,
189,indolent,indolent - in + dolent => jo dolta nahi hai(hilta nahi hai),In India people are lazy for giving rent {indo = india ; dent = rent},IN(negative) DOlent(DO some actions) --- so not doing any action is being lazy,ID(n)OL…IDOL ant is lazy..,u will become DOL[in hindi ..huge] if you are lazy..,indolent sounds like indoor and the person always play indoor games are lazy.,indolent -- ind (indians) + ol (all) + ent (entities) So; All indians are working and creating entities (existing things) without being lazy.,indolent ko do cheezein lend kar do to wo kabhi wapas nhi karega,"""Andolan""(Hindi Word meaning protest) - Ye politician bahut hi lazy hai isliye ab muze andolan karna pad raha hai. Ineh baba ramdev ke pas chodna padega",,,,,,,,,,,,,,,,,
190,insular,IN(not)+SECULAR...a country which is not secular is INSULAR !!!!!,Insula+r: Insulated by Religiouos; Ritual ;superstitious and blind faith that one becomes narrow-minded.,sounds like insiders - they are narrow minded,insular - SOLAR;; i u have solar energy ; u can be isolated/detached from society;; and live anywhere ; since u still have electricity,an insulator can supply power locally,,,,,,,,,,,,,,,,,,,,,
191,intransigent,"intransigent = in-'not' + transact
=> won't do the transaction",imagine you are going on a trip. the TRANSPORT AGENT is very strict in payment of money. so INTRANSIGENT= transport + agent = very stubborn,a GENT IN TRANS(trance) doesnt listen to anyone..doesnt compromise,In = not; trans = change; for igent think 'disagreement.' Thus: to <B>not change</B> in a <B>disagreement</B>.,in a train i met an agent(driving licence) who was not ready to compromise and i couldn't bargain with him,,,,,,,,,,,,,,,,,,,,,
192,intrepid,IN TRAP... you are fearless and confident that you will come out of it.,Trepidation means frightening. Intrepid persons are not shaked with trapidation of anything,in+trep+idâ€” when you are IN TRAP(TREP) and you have your ID; you are FEARLESS and BRAVE that you will come out of it,trepid sounds like trembling; intrepid must be not trembling or courageous,ENTRY+SPEED...when you are driving your bike and enter a congested road with high speed and you do willy and different stunts on your bike; it represents that you are BRAVE;FEARLESS....,Trepid is fearful-in(not)-trepid (fearful)- fearless ...,"intrepid=FEARLESS-DABANGG

SO remember that song???
hudd hudd dabangg dabangg.....
hudd hudd INTREPID INTREPID........",[intr+pit];if u enter a pit[hole-mine] alone; u r brave,,"in ""tre""cking u must be courageous",in +trep:trap +id:indestructible ;while in trap also you are indestructible i.e brave n fearless,There is a scary Tree / Ped in Hindi for Pid in which you are bravely entering.,,,,,,,,,,,,,,
193,irreverent,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
194,loathe,Loa-the can be related as Low thought...So having a low thought of someone else implies hate or detest,picture a person being forced to eat bread that they find disgusting (rye bread perhaps) and turning away from it in disgust (loathe the loaf),in marathi loath is like loat >>> lotun dena.. in history we have read ki criminal la fort chya end warna lotun detat karan sarva tyala HATE kartat..,,,,,,,,,,,,,,,,,,,,,,,
195,malign,Ma(bad) Lign(language) bad language,sounds like MELLA(dirty) ...so  to speak dirty/evil about others,MR. MALIGAN IS A PERSON WITH BAD MOUTH,"mal=bad; ling=related to language (lingual)...so; malign=use of bad language

Also; it's opposite of BENIGN",similar to malingerer(one who avoids works on excuse of illness) ...if u call someone a malingerer u bring disgrace to his name.,Hindi - Jisaki pratima malin ki gayee hai by using slanderous remarks,maa ka land ... is a bad foul language,Malli(dirty)+ Liguist ---> Malign,,,,,,,,,,,,,,,,,,
196,malleable,relate with meltable; so possible to reshape,Many women believe they can mold their MALE (malle) partners into ABLE-bodied husbands.,"malleability is the capability of stretching to a wire
Ductility is the capability of pressing to a sheet.

Both are properties studied in material science",Malleable: Malle(Male=Boys)+Able(capable);so Males only able/capable to build their body(shape) to 6Pack or 8Pack by doing exercise.So MalleAble=capable of being shaped,"Sounds like mouldable 
Easy to shape or bend",mallet is a hammer; we use a hammer to hit sth into another shape -> they are malleable,BIg malls are impressing malleable minds of children .,,,,,,,,,,,,,,,,,,,
197,neophyte,"split the word into ""neo = the matrix hero"" and ""phyte = fight"". Thus neo fights in matrix movie as a beginner or new commer to save the revolution.","neo+phyte ~ new + fight;
A new member or beginner always has to fight to establish his own identity.",NEW(neo)+FAITH(phyte)....a person who has faith in new religion is a neophyte,NEO(phyte) sounds like new...so someone who is new at some thing and learning it...,new + fight = the last rule of Fight Club is; if its your first night; then you have to fight,,,,,,,,,,,,,,,,,,,,,
198,plastic,No Mnemonic,,,,,,,,,,,,,,,,,,,,,,,,,
199,platitude,"flat + attitude:
something flat does not attract us as it is very common. So you will obviously give trite remarks.",or we can think of plastic: it is veru cheap and of very little value just like platitude,Latitudes vary from place to place ...whereas Platitude is common to all ..i.e. COMMONPLACE...ORDINARY ... TRITE...,Take it as (PLATE + ATTITUDE) this hungry man was throwing the PLATE on server face bcos of serving late. Chef is obviously strongly REMARKING towards his ATTITUDE.,"The word 'platitude' is derived from the word 'plat';which is the French version of the word 'flat' and means literally ""a flat remark.",platitude {altitude} ..some thing related to mountain ..which is common place to every one,platitude=pl(please) + attitutde ppl r always giving weak comments,Platitude = please + attitude; please attitude is always is always shows poor behavior.,,,,,,,,,,,,,,,,,,
200,prescient,prescient means pre+event i.e. pre knowledge of event,pre- scienceâ€”means prediction; knowledge of events forehand,Someone who receives imPRESSIONs is PRECIENT.,knowledge about future; not just PRES(ci)ENT,"prescient
 = before coming to the science they know the logic of the time counting by sand bottle.",,,,,,,,,,,,,,,,,,,,,
201,pristine,sounds like priest(ine) means pertaining to priests which is to remain in pure state.,pristine; fresh teen;a virgin!!!,"pri(pre)+tine(time) ""purana zamana""....so characteristics of earlier times..",PRE+EINSTEIN: pertaining to earliest times; viz before einstein,pristine ~ PRINT and FIRST. First printed books are fresh and clean.,sounds as listerine; that keeps our mouth clean....,Pristina is virgin.,a PRIEST maintains no STAINS in his surroundings i.e.;pure,Priest are of pure soul,PRI+STINE->PRE + STAIN..anything before getting stained is clean,Hindi- Pustaine Haveli - imagine one that is maintained - characteristic of earlier times; primitive; unspoiled,,,,,,,,,,,,,,,
